DATETIME_10M,HOST,CNT
20181102155000,hadoop04,1
20181102155000,dn02,1
20181102163000,gcs2,3
20181102163000,gcs7,105
20181103002000,gcs3,3
20181103003000,gcs2,3
20181103003000,gcs7,105
20181102130000,DB-01,6
20181102203000,hadoop01,1
20181102111000,ans41,46
20181103080000,gcs4,27
20181103083000,gcs3,3
20181103051000,dn02,1
20181103060000,hadoop04,6
20181102140000,gcs3,27
20181103033000,platform2,1394
20181103093000,gcs5,3
20181102220000,dn03,6
20181103061000,DB-01,1
20181102195000,gcs6,3
20181102082000,dn03,1
20181103011000,dn02,1
20181102230000,gcs1,4399
20181102125000,ans41,46
20181103025000,hadoop02,1
20181102185000,gcs3,3
20181102234000,hadoop04,1
20181102130000,ans41,57
20181102133000,hadoop04,1
20181102134000,KVMHost02,9
20181102200000,hadoop03,6
20181102212000,dn02,1
20181102110000,hadoop03,6
20181102112000,platform2,1418
20181102113000,DB-01,1
20181102115000,gcs3,3
20181103021000,ans41,46
20181102095000,gcs5,3
20181102130000,gcs6,27
20181102105000,tsdn-svr1,90
20181103033000,KVMHost01,1
20181102155000,ans41,46
20181102182000,platform2,1417
20181103002000,ans41,47
20181103004000,gcs7,105
20181102153000,gcs7,105
20181102104000,tsdn-db,157
20181102105000,hadoop01,1
20181102140000,KVMHost01,6
20181102141000,ans41,46
20181103062000,hadoop01,1
20181102153000,dn02,1
20181103012000,tsdn-db,155
20181103040000,gcs7,135
20181102095000,gcs1,4392
20181103050000,tsdn-svr1,153
20181103054000,gcs2,3
20181103054000,gcs1,4292
20181102120000,gcs2,27
20181102202000,gcs2,3
20181103075000,dn02,1
20181102114000,KVMHost02,8
20181102132000,dn02,1
20181102134000,gcs1,4325
20181103021000,KVMHost02,4
20181103025000,hadoop01,1
20181103030000,hadoop04,9
20181102083000,tsdn-db,143
20181103012000,hadoop04,1
20181102191000,hadoop02,1
20181102140000,tsdn-svr1,99
20181102160000,dn03,6
20181102163000,gcs1,4325
20181102111000,tsdn-svr1,214
20181102115000,dn02,1
20181102105000,gcs3,3
20181102105000,gcs5,3
20181103082000,gcs2,3
20181102200000,hadoop04,6
20181102180000,hadoop01,6
20181103065000,dn02,1
20181103070000,hadoop04,6
20181103074000,hadoop04,1
20181102112000,KVMHost02,8
20181102124000,gcs3,5
20181102133000,gcs3,3
20181103022000,KVMHost02,8
20181103090000,gcs7,135
20181103093000,dn02,1
20181102165000,gcs6,5
20181103004000,tsdn-svr1,232
20181102102000,gcs1,4335
20181102201000,gcs1,4326
20181102214000,gcs3,3
20181102120000,tsdn-db,155
20181103063000,dn03,1
20181103070000,dn02,6
20181103000000,hadoop02,9
20181102153000,hadoop04,1
20181102144000,gcs2,3
20181103044000,platform2,1423
20181102164000,tsdn-svr1,320
20181102100000,gcs4,27
20181103073000,gcs1,4325
20181103083000,dn03,1
20181103085000,gcs7,105
20181102233000,gcs4,3
20181102081000,tsdn-db,146
20181102160000,hadoop03,6
20181102162000,DB-01,1
20181102191000,tsdn-db,146
20181102191000,DB-01,1
20181102151000,hadoop02,1
20181102143000,gcs6,3
20181103043000,dn03,1
20181103045000,platform2,1418
20181102131000,KVMHost01,1
20181102111000,KVMHost02,4
20181102231000,gcs4,3
20181102101000,gcs6,3
20181102205000,tsdn-svr1,87
20181102081000,gcs1,4293
20181102084000,KVMHost01,1
20181103070000,hadoop02,6
20181103005000,gcs4,3
20181102191000,gcs6,3
20181103031000,hadoop01,1
20181103034000,ans41,46
20181103035000,gcs4,3
20181103040000,tsdn-svr1,245
20181102153000,gcs4,3
20181102155000,platform2,1418
20181102142000,hadoop03,1
20181102124000,ans41,46
20181103042000,gcs3,3
20181103083000,gcs1,4292
20181102183000,hadoop02,1
20181102080000,KVMHost02,12
20181102084000,dn02,1
20181103011000,KVMHost02,4
20181103013000,ans41,46
20181103061000,hadoop01,1
20181102212000,DB-01,1
20181102221000,DB-01,1
20181102151000,tsdn-db,147
20181103043000,gcs7,105
20181103055000,gcs6,3
20181102115000,hadoop01,1
20181102205000,ans41,46
20181102213000,tsdn-db,149
20181102230000,dn02,6
20181102141000,hadoop04,1
20181102234000,KVMHost01,1
20181102131000,gcs3,3
20181103041000,KVMHost01,1
20181102105000,gcs1,4325
20181103031000,ans41,48
20181103032000,tsdn-db,161
20181103033000,gcs5,3
20181102181000,gcs5,3
20181102182000,dn03,1
20181102192000,KVMHost01,1
20181102171000,hadoop02,1
20181102084000,gcs5,3
20181103061000,tsdn-db,160
20181103064000,tsdn-svr1,320
20181103013000,tsdn-svr1,96
20181103014000,platform2,1487
20181102232000,gcs6,3
20181103075000,gcs2,3
20181102200000,DB-01,6
20181102080000,gcs4,5
20181102090000,gcs7,135
20181102100000,gcs2,27
20181102213000,gcs6,3
20181102153000,gcs3,3
20181102131000,hadoop04,1
20181102134000,platform2,1418
20181103053000,gcs2,3
20181102112000,gcs2,3
20181102114000,dn02,1
20181102181000,hadoop02,1
20181102103000,gcs5,3
20181102140000,gcs2,27
20181102145000,KVMHost02,4
20181102145000,hadoop01,1
20181103060000,gcs5,24
20181103064000,gcs5,3
20181103020000,KVMHost02,18
20181102092000,gcs4,3
20181102083000,hadoop01,1
20181102215000,gcs3,3
20181102162000,dn02,1
20181102195000,hadoop03,1
20181102122000,tsdn-db,151
20181103044000,dn03,1
20181102182000,dn02,1
20181103074000,gcs4,3
20181102134000,DB-01,1
20181102232000,gcs5,3
20181102232000,hadoop01,1
20181102103000,ans41,46
20181102081000,gcs6,3
20181103045000,gcs4,3
20181103033000,hadoop03,1
20181102193000,gcs6,3
20181102115000,KVMHost01,1
20181103075000,platform2,1417
20181102145000,tsdn-db,149
20181102133000,tsdn-db,292
20181102171000,ans41,46
20181102173000,gcs5,3
20181102090000,DB-01,6
20181102125000,platform2,1418
20181103025000,gcs4,3
20181103084000,gcs1,4292
20181103084000,dn02,1
20181103063000,DB-01,1
20181102164000,tsdn-db,149
20181102165000,gcs1,4325
20181102114000,hadoop02,1
20181102094000,gcs3,3
20181102095000,hadoop03,1
20181103070000,hadoop03,6
20181103071000,DB-01,1
20181102224000,tsdn-svr1,106
20181102102000,ans41,46
20181102153000,platform2,1388
20181102155000,gcs4,3
20181103054000,gcs5,3
20181102181000,gcs3,3
20181103003000,gcs1,4292
20181103003000,platform2,1389
20181103083000,ans41,46
20181102172000,ans41,47
20181102174000,KVMHost02,8
20181102144000,platform2,1417
20181102082000,gcs7,105
20181102215000,hadoop02,1
20181102203000,hadoop03,1
20181102204000,KVMHost01,1
20181103021000,gcs4,3
20181102112000,gcs3,3
20181102090000,hadoop04,6
20181102094000,KVMHost02,8
20181102100000,gcs3,27
20181102172000,tsdn-svr1,52
20181103063000,gcs3,3
20181102145000,hadoop03,1
20181102191000,KVMHost01,1
20181103041000,gcs7,105
20181102182000,hadoop02,1
20181102184000,hadoop02,1
20181103011000,tsdn-db,161
20181102110000,gcs1,4366
20181102112000,gcs4,3
20181102171000,gcs3,3
20181102093000,gcs3,3
20181102080000,hadoop02,5
20181102085000,platform2,1418
20181103040000,hadoop02,6
20181103023000,gcs1,4292
20181102220000,hadoop03,6
20181103001000,ans41,47
20181102195000,gcs3,3
20181103082000,hadoop01,1
20181102230000,KVMHost02,16
20181102143000,hadoop01,1
20181102181000,hadoop03,1
20181103052000,dn03,1
20181103022000,hadoop01,1
20181103042000,hadoop02,1
20181102110000,KVMHost01,6
20181102115000,gcs4,5
20181103054000,hadoop02,1
20181102090000,KVMHost01,6
20181102235000,hadoop03,2
20181102081000,gcs2,3
20181102185000,gcs2,3
20181102143000,ans41,46
20181103090000,tsdn-db,167
20181102161000,tsdn-svr1,60
20181102220000,DB-01,6
20181102224000,gcs3,3
20181102103000,hadoop03,1
20181102105000,gcs4,3
20181103003000,tsdn-svr1,90
20181102194000,tsdn-svr1,10568
20181102123000,KVMHost02,4
20181102124000,hadoop04,1
20181103061000,gcs3,3
20181102225000,platform2,1418
20181103030000,gcs5,27
20181102142000,gcs2,3
20181102202000,platform2,1441
20181103084000,hadoop03,1
20181102182000,gcs4,3
20181102152000,hadoop02,1
20181102131000,dn03,1
20181102132000,gcs1,4292
20181102134000,hadoop02,1
20181103021000,gcs5,3
20181103024000,gcs5,3
20181103003000,hadoop04,1
20181102100000,gcs6,27
20181102110000,gcs7,135
20181102110000,hadoop02,6
20181103005000,gcs7,105
20181103081000,gcs5,3
20181103084000,gcs3,3
20181103084000,ans41,46
20181103050000,KVMHost01,6
20181102084000,tsdn-db,149
20181103093000,hadoop02,1
20181102130000,gcs4,27
20181103062000,dn02,1
20181103070000,hadoop01,6
20181103012000,gcs5,3
20181103015000,KVMHost01,1
20181103020000,gcs5,26
20181102210000,DB-01,6
20181102211000,hadoop04,1
20181103043000,ans41,47
20181102152000,gcs4,3
20181102161000,dn02,1
20181102200000,ans41,57
20181102132000,DB-01,1
20181103074000,gcs1,4292
20181102174000,gcs2,3
20181102083000,gcs2,3
20181102085000,hadoop01,1
20181102151000,tsdn-svr1,128
20181103061000,ans41,46
20181103063000,KVMHost01,1
20181102203000,KVMHost01,1
20181102210000,gcs1,4399
20181102162000,gcs6,3
20181102163000,platform2,1388
20181103044000,tsdn-db,159
20181103091000,hadoop01,1
20181103022000,gcs6,3
20181103022000,dn02,1
20181102090000,dn03,6
20181102094000,gcs4,3
20181102085000,gcs1,4323
20181103010000,gcs1,4389
20181102203000,dn03,1
20181102204000,dn03,1
20181103063000,dn02,1
20181103082000,KVMHost02,8
20181103004000,gcs4,3
20181102130000,tsdn-db,158
20181102130000,hadoop02,6
20181102100000,gcs7,135
20181102103000,DB-01,1
20181102180000,gcs6,27
20181103025000,KVMHost01,1
20181103083000,platform2,1417
20181103032000,KVMHost01,1
20181102191000,ans41,46
20181102124000,gcs7,105
20181102131000,ans41,46
20181102132000,gcs7,105
20181102200000,gcs4,27
20181102121000,tsdn-svr1,63
20181102201000,tsdn-svr1,120
20181102100000,KVMHost01,6
20181102214000,tsdn-svr1,292
20181102161000,gcs3,3
20181102164000,hadoop01,1
20181103090000,gcs6,27
20181103053000,DB-01,1
20181103060000,gcs6,27
20181103013000,gcs4,3
20181102233000,gcs6,3
20181102125000,DB-01,1
20181102080000,gcs5,5
20181103091000,KVMHost01,1
20181103093000,tsdn-svr1,223
20181103002000,gcs2,3
20181103084000,platform2,1388
20181102095000,gcs7,105
20181102162000,gcs3,3
20181103012000,gcs1,4292
20181103012000,KVMHost02,8
20181103063000,gcs2,3
20181103071000,gcs3,3
20181103073000,KVMHost01,1
20181102223000,platform2,1388
20181102181000,gcs2,3
20181102234000,gcs5,3
20181103091000,gcs5,3
20181103040000,gcs6,27
20181102154000,gcs4,3
20181102122000,KVMHost02,8
20181102123000,tsdn-svr1,122
20181103004000,dn02,1
20181102133000,hadoop03,1
20181102152000,DB-01,1
20181103055000,hadoop03,1
20181103085000,hadoop02,1
20181103090000,gcs4,27
20181103074000,gcs5,3
20181102092000,hadoop02,1
20181102101000,gcs3,3
20181102102000,hadoop04,1
20181102120000,dn02,6
20181103001000,gcs7,105
20181102192000,gcs7,105
20181102121000,gcs7,105
20181102130000,tsdn-svr1,167
20181103064000,KVMHost01,1
20181102134000,gcs2,3
20181102135000,KVMHost01,1
20181103031000,gcs3,3
20181103040000,hadoop04,6
20181103052000,ans41,46
20181103053000,tsdn-db,162
20181103060000,dn03,6
20181103011000,gcs1,4303
20181102190000,tsdn-db,155
20181102112000,dn02,1
20181103074000,gcs7,105
20181103080000,hadoop03,6
20181103080000,dn03,6
20181102225000,DB-01,1
20181102080000,gcs6,5
20181102163000,gcs6,3
20181102184000,tsdn-svr1,136
20181102224000,gcs1,4325
20181102142000,DB-01,1
20181102150000,gcs3,27
20181103090000,hadoop01,6
20181103092000,hadoop03,1
20181103061000,gcs4,3
20181103062000,dn03,1
20181103065000,tsdn-svr1,192
20181103033000,DB-01,1
20181103035000,dn02,1
20181102194000,hadoop02,1
20181102100000,gcs5,24
20181102102000,DB-01,1
20181102104000,gcs1,4292
20181102104000,dn02,1
20181102153000,hadoop03,1
20181103071000,KVMHost01,1
20181102095000,hadoop01,1
20181102203000,gcs3,3
20181102113000,tsdn-db,149
20181102114000,hadoop03,1
20181102121000,KVMHost02,4
20181102122000,gcs6,3
20181102130000,gcs5,24
20181103083000,dn02,1
20181103031000,gcs1,4326
20181103084000,gcs5,3
20181102201000,tsdn-db,143
20181102211000,gcs3,3
20181102215000,gcs6,3
20181102085000,hadoop04,1
20181102114000,gcs7,105
20181102232000,dn03,1
20181102121000,hadoop01,1
20181103030000,hadoop01,9
20181103031000,tsdn-svr1,163
20181103050000,gcs4,27
20181102193000,hadoop02,1
20181102193000,gcs3,3
20181102201000,hadoop03,1
20181103014000,gcs7,105
20181102162000,gcs1,4292
20181102140000,KVMHost02,16
20181102145000,gcs4,3
20181102110000,gcs6,27
20181102181000,gcs6,3
20181102183000,KVMHost02,4
20181102224000,KVMHost02,8
20181102131000,DB-01,1
20181102171000,gcs7,105
20181102081000,hadoop01,1
20181102083000,hadoop04,1
20181103060000,tsdn-db,169
20181103063000,gcs6,3
20181102220000,platform2,1412
20181102233000,ans41,47
20181102143000,DB-01,1
20181102145000,gcs6,3
20181102121000,gcs3,3
20181102123000,hadoop02,1
20181103021000,dn03,1
20181103041000,tsdn-svr1,344
20181103042000,ans41,46
20181103054000,tsdn-svr1,144
20181102170000,gcs2,27
20181102081000,KVMHost01,1
20181102151000,gcs4,3
20181102155000,gcs2,3
20181102120000,gcs5,24
20181102121000,gcs5,3
20181102224000,gcs4,3
20181102140000,hadoop01,6
20181102140000,dn03,6
20181103093000,gcs4,3
20181102235000,tsdn-db,169
20181103070000,gcs2,27
20181102170000,hadoop04,6
20181102112000,gcs5,3
20181102120000,DB-01,6
20181102091000,platform2,1428
20181102213000,hadoop03,1
20181102233000,gcs3,3
20181102203000,gcs2,3
20181102082000,hadoop04,1
20181102155000,KVMHost02,4
20181103040000,dn03,6
20181103044000,hadoop03,1
20181103072000,hadoop04,1
20181103072000,KVMHost02,8
20181103080000,hadoop02,6
20181102192000,gcs5,3
20181102193000,hadoop04,1
20181102182000,gcs2,3
20181102185000,dn02,1
20181102102000,hadoop01,1
20181103013000,gcs2,3
20181102083000,gcs7,105
20181102085000,gcs7,105
20181102103000,gcs1,4315
20181103092000,gcs4,3
20181102182000,gcs5,3
20181102185000,KVMHost01,1
20181102185000,tsdn-svr1,420
20181102192000,hadoop01,1
20181102120000,hadoop03,6
20181102111000,gcs5,3
20181102113000,hadoop03,1
20181102080000,tsdn-svr1,176
20181102082000,DB-01,1
20181102222000,tsdn-db,146
20181102223000,DB-01,1
20181102211000,hadoop02,1
20181102180000,dn03,6
20181102104000,hadoop03,1
20181103011000,gcs2,3
20181102122000,hadoop01,16
20181102123000,tsdn-db,143
20181102161000,gcs6,3
20181102091000,gcs4,3
20181102093000,tsdn-db,146
20181103082000,gcs7,105
20181103001000,dn03,1
20181103085000,gcs3,3
20181102180000,gcs5,24
20181102184000,tsdn-db,149
20181102105000,hadoop02,1
20181102194000,KVMHost02,8
20181102203000,gcs4,3
20181103065000,gcs6,3
20181103070000,gcs6,27
20181102151000,dn02,1
20181102220000,gcs3,27
20181103071000,dn03,1
20181103004000,hadoop04,1
20181102080000,hadoop03,5
20181103044000,KVMHost01,1
20181103050000,tsdn-db,164
20181103024000,hadoop02,1
20181102115000,gcs2,3
20181102135000,hadoop04,1
20181102192000,gcs3,3
20181103034000,gcs4,3
20181103040000,KVMHost01,6
20181102152000,ans41,46
20181102140000,gcs4,27
20181102142000,ans41,46
20181103013000,dn02,1
20181103090000,gcs5,24
20181102224000,hadoop03,1
20181102225000,KVMHost02,4
20181102084000,tsdn-svr1,72
20181102161000,DB-01,1
20181103061000,gcs7,105
20181103064000,hadoop04,1
20181102215000,gcs1,4329
20181103081000,gcs7,105
20181102135000,dn03,1
20181102174000,gcs1,4325
20181102180000,DB-01,6
20181103010000,gcs6,29
20181103033000,ans41,57
20181102110000,gcs4,27
20181102154000,DB-01,1
20181103091000,KVMHost02,4
20181103091000,dn02,1
20181103041000,gcs3,3
20181103041000,gcs5,3
20181103053000,hadoop01,1
20181103022000,ans41,46
20181102122000,hadoop02,1
20181102130000,hadoop01,6
20181103091000,DB-01,1
20181103020000,gcs4,29
20181103065000,dn03,1
20181102161000,gcs1,4293
20181102164000,gcs2,3
20181102092000,tsdn-db,149
20181103022000,gcs4,3
20181103025000,gcs2,3
20181103080000,gcs5,24
20181102113000,hadoop02,1
20181103085000,gcs5,3
20181102095000,DB-01,1
20181102095000,ans41,46
20181102165000,hadoop03,1
20181103055000,ans41,47
20181102175000,KVMHost02,4
20181102210000,KVMHost02,16
20181102104000,tsdn-svr1,209
20181103033000,gcs7,105
20181103081000,ans41,46
20181102183000,gcs4,3
20181102144000,KVMHost01,1
20181103070000,KVMHost02,16
20181103043000,dn02,1
20181102090000,hadoop01,6
20181102165000,ans41,46
20181102175000,hadoop01,1
20181103055000,gcs3,3
20181103032000,platform2,1435
20181102211000,tsdn-db,146
20181102181000,KVMHost01,1
20181103081000,gcs6,3
20181102195000,hadoop01,1
20181102195000,gcs5,3
20181102192000,dn03,1
20181102211000,gcs2,3
20181102211000,gcs4,3
20181103003000,hadoop01,1
20181102173000,hadoop01,1
20181102173000,platform2,1400
20181102173000,gcs3,3
20181102150000,gcs1,4366
20181102151000,hadoop04,1
20181102151000,KVMHost02,4
20181102154000,tsdn-svr1,211
20181103033000,hadoop02,1
20181103061000,hadoop03,1
20181102221000,gcs5,3
20181102221000,hadoop03,1
20181102225000,dn02,1
20181102230000,gcs5,24
20181102204000,gcs3,3
20181102233000,gcs2,3
20181102114000,platform2,1417
20181102181000,gcs1,4358
20181102133000,dn02,1
20181103032000,gcs7,105
20181103012000,gcs3,3
20181103093000,KVMHost01,1
20181102092000,gcs6,3
20181102204000,ans41,46
20181102232000,tsdn-db,163
20181102234000,KVMHost02,8
20181102174000,gcs7,105
20181102113000,dn03,1
20181102144000,hadoop03,1
20181103074000,dn02,1
20181102082000,dn02,1
20181102164000,gcs5,3
20181103001000,gcs3,3
20181102193000,DB-01,1
20181102194000,KVMHost01,1
20181103001000,platform2,1418
20181102083000,gcs3,3
20181102084000,gcs6,3
20181102093000,hadoop03,1
20181103090000,tsdn-svr1,202
20181103033000,gcs1,4325
20181103040000,DB-01,6
20181103042000,tsdn-svr1,456
20181103044000,gcs3,3
20181103045000,gcs3,3
20181103051000,platform2,1417
20181103053000,gcs6,3
20181103074000,hadoop02,1
20181103075000,hadoop01,1
20181102233000,platform2,1388
20181102234000,dn02,1
20181102101000,KVMHost02,4
20181102103000,tsdn-db,153
20181102105000,gcs2,3
20181102134000,gcs3,3
20181102185000,gcs4,3
20181102193000,tsdn-svr1,10890
20181103060000,gcs3,27
20181103065000,DB-01,1
20181102090000,gcs2,27
20181103005000,dn03,1
20181102161000,hadoop01,1
20181102223000,tsdn-db,154
20181103025000,gcs5,3
20181103012000,gcs6,3
20181103014000,dn03,1
20181102111000,tsdn-db,149
20181102202000,dn02,1
20181102183000,hadoop04,1
20181103034000,gcs3,3
20181103052000,platform2,1418
20181103052000,hadoop02,1
20181103053000,gcs4,3
20181102231000,hadoop04,1
20181102231000,ans41,46
20181102104000,platform2,1418
20181102090000,KVMHost02,16
20181102164000,dn03,1
20181102191000,dn02,1
20181102193000,tsdn-db,146
20181102214000,hadoop03,1
20181102111000,hadoop03,1
20181102115000,hadoop04,1
20181103023000,tsdn-svr1,141
20181103024000,gcs7,105
20181103035000,hadoop04,1
20181102195000,gcs4,3
20181103012000,dn02,1
20181103014000,KVMHost01,1
20181102141000,gcs1,4293
20181102145000,DB-01,1
20181102162000,hadoop03,1
20181102164000,platform2,1418
20181102215000,dn02,1
20181103085000,tsdn-svr1,44
20181102125000,tsdn-db,143
20181102205000,dn03,1
20181102174000,tsdn-svr1,462
20181102233000,hadoop03,1
20181102101000,platform2,1418
20181103071000,platform2,1418
20181103073000,hadoop03,1
20181103092000,gcs5,3
20181102133000,KVMHost01,1
20181103043000,hadoop04,1
20181103050000,hadoop02,6
20181103023000,hadoop04,1
20181102091000,tsdn-svr1,66
20181102143000,hadoop02,1
20181102214000,hadoop01,1
20181102232000,hadoop04,1
20181103001000,hadoop02,1
20181103002000,tsdn-db,158
20181102201000,hadoop04,1
20181102202000,hadoop04,1
20181102085000,dn02,1
20181102101000,dn02,1
20181102105000,KVMHost01,1
20181102135000,gcs2,3
20181102185000,hadoop01,1
20181102190000,hadoop01,6
20181102193000,gcs2,3
20181102125000,hadoop04,1
20181102121000,dn02,1
20181102130000,gcs7,135
20181102091000,hadoop03,1
20181102092000,dn02,1
20181102204000,hadoop01,1
20181103090000,gcs2,27
20181103013000,platform2,1458
20181102105000,dn02,1
20181102183000,hadoop01,1
20181102184000,gcs6,3
20181103081000,gcs3,3
20181103082000,gcs4,3
20181103084000,hadoop01,1
